Latitude (decimal degrees):	49.220
Longitude (decimal degrees):	-123.055
Elevation (m):	99
Radiation database:	PVGIS-NSRDB


Slope: 36 deg. (optimum)
Azimuth: 10 deg. (optimum)
Nominal power of the PV system (c-Si) (kWp):	1.0
System losses (%):	14.0
time,P,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int
20130911:1100,0.0,0.0,0.0,0.0,0.0,18.2,2.48,0.0
20130911:1200,0.0,0.0,0.0,0.0,0.0,18.07,2.62,0.0
20130911:1300,0.0,0.0,0.0,0.0,0.0,17.96,2.69,0.0
20130911:1400,2.86,0.0,11.83,0.27,2.14,17.96,2.76,0.0
20130911:1500,55.86,64.97,43.31,3.04,11.92,19.01,2.55,0.0
20130911:1600,249.96,257.2,71.67,6.29,21.46,21.4,2.21,0.0
20130911:1700,440.9,463.52,93.31,9.31,30.29,23.62,1.93,0.0
20130911:1800,581.17,648.02,107.07,11.76,37.79,25.66,1.38,0.0
20130911:1900,665.64,780.57,117.22,13.37,43.12,26.11,0.62,0.0
20130911:2000,708.04,848.13,122.71,13.99,45.39,27.14,0.69,0.0
20130911:2100,710.04,847.31,122.32,13.62,44.1,27.95,1.03,0.0
20130911:2200,663.45,771.21,119.62,12.25,39.55,28.43,1.38,0.0
20130911:2300,567.71,631.72,110.78,10.02,32.57,28.47,1.86,0.0
20130912:0000,417.62,435.06,102.31,7.08,23.68,27.98,2.21,0.0
20130912:0100,221.29,221.4,76.36,3.86,14.3,26.86,2.41,0.0
20130912:0200,29.82,39.9,25.37,0.92,4.54,25.66,2.69,0.0
20130912:0300,0.0,0.0,0.0,0.0,0.0,24.38,2.83,0.0
20130912:0400,0.0,0.0,0.0,0.0,0.0,23.32,2.69,0.0
20130912:0500,0.0,0.0,0.0,0.0,0.0,22.39,2.62,0.0
20130912:0600,0.0,0.0,0.0,0.0,0.0,21.6,2.55,0.0
20130912:0700,0.0,0.0,0.0,0.0,0.0,21.08,1.24,0.0
20130912:0800,0.0,0.0,0.0,0.0,0.0,21.43,0.97,0.0
20130912:0900,0.0,0.0,0.0,0.0,0.0,21.49,1.1,0.0
20130912:1000,0.0,0.0,0.0,0.0,0.0,20.59,1.31,0.0
20130912:1100,0.0,0.0,0.0,0.0,0.0,20.61,1.24,0.0
20130912:1200,0.0,0.0,0.0,0.0,0.0,20.38,1.24,0.0
20130912:1300,0.0,0.0,0.0,0.0,0.0,20.17,1.24,0.0
20130912:1400,2.37,0.0,10.99,0.25,1.91,20.14,1.17,0.0
20130912:1500,55.13,60.55,45.49,2.9,11.69,19.68,1.1,0.0
20130912:1600,242.59,244.55,76.89,6.1,21.22,21.5,1.03,0.0
20130912:1700,431.92,447.02,98.88,9.07,30.02,22.89,1.45,0.0
20130912:1800,579.63,626.77,114.0,11.49,37.49,23.69,1.72,0.0
20130912:1900,682.69,757.15,124.35,13.07,42.78,22.94,1.93,0.0
20130912:2000,728.85,825.37,130.03,13.72,45.01,23.35,1.79,0.0
20130912:2100,722.84,821.07,130.91,13.33,43.71,23.84,1.66,0.0
20130912:2200,668.35,747.08,127.01,11.98,39.16,24.18,1.52,0.0
20130912:2300,564.13,609.7,116.88,9.76,32.2,24.38,1.38,0.0
20130913:0000,413.26,424.06,102.36,6.88,23.32,24.27,1.31,0.0
20130913:0100,216.46,213.71,75.22,3.7,13.94,23.58,1.31,0.0
20130913:0200,26.67,36.04,23.5,0.82,4.19,22.57,1.24,0.0
20130913:0300,0.0,0.0,0.0,0.0,0.0,21.22,1.24,0.0
20130913:0400,0.0,0.0,0.0,0.0,0.0,19.87,1.59,0.0
20130913:0500,0.0,0.0,0.0,0.0,0.0,19.03,1.93,0.0
20130913:0600,0.0,0.0,0.0,0.0,0.0,18.48,2.14,0.0
20130913:0700,0.0,0.0,0.0,0.0,0.0,17.85,2.83,0.0
20130913:0800,0.0,0.0,0.0,0.0,0.0,17.52,2.69,0.0
20130913:0900,0.0,0.0,0.0,0.0,0.0,17.39,2.69,0.0
20130913:1000,0.0,0.0,0.0,0.0,0.0,17.08,2.41,0.0
20130913:1100,0.0,0.0,0.0,0.0,0.0,16.74,2.14,0.0
20130913:1200,0.0,0.0,0.0,0.0,0.0,16.36,2.0,0.0
20130913:1300,0.0,0.0,0.0,0.0,0.0,16.07,1.93,0.0
20130913:1400,1.59,0.0,9.3,0.22,1.68,15.93,2.07,0.0
20130913:1500,54.98,59.21,44.93,2.8,11.46,16.36,2.07,0.0
20130913:1600,163.21,82.79,129.3,4.21,20.97,17.26,2.0,0.0
20130913:1700,248.5,105.76,201.9,5.84,29.76,18.23,2.14,0.0
20130913:1800,275.19,86.28,253.57,6.57,37.18,19.11,2.28,0.0
20130913:1900,373.27,154.77,304.92,8.37,42.43,19.58,2.14,0.0
20130913:2000,493.63,289.24,322.98,10.15,44.63,20.11,2.28,0.0
20130913:2100,482.96,285.81,315.47,9.82,43.32,20.94,2.21,0.0
20130913:2200,684.56,744.66,127.51,11.88,38.77,21.37,2.28,0.0
20130913:2300,575.82,605.44,117.32,9.64,31.82,21.47,2.21,0.0
20130914:0000,420.91,422.32,101.71,6.78,22.96,21.2,2.14,0.0
20130914:0100,215.79,209.18,74.38,3.59,13.59,20.69,2.07,0.0
20130914:0200,24.0,31.75,22.54,0.74,3.84,19.81,1.72,0.0
20130914:0300,0.0,0.0,0.0,0.0,0.0,18.91,1.59,0.0
20130914:0400,0.0,0.0,0.0,0.0,0.0,18.19,1.72,0.0
20130914:0500,0.0,0.0,0.0,0.0,0.0,16.57,1.72,0.0
20130914:0600,0.0,0.0,0.0,0.0,0.0,16.5,2.0,0.0
20130914:0700,0.0,0.0,0.0,0.0,0.0,16.13,2.55,0.0
20130914:0800,0.0,0.0,0.0,0.0,0.0,16.18,2.28,0.0
20130914:0900,0.0,0.0,0.0,0.0,0.0,15.99,1.72,0.0
20130914:1000,0.0,0.0,0.0,0.0,0.0,15.65,1.03,0.0
20130914:1100,0.0,0.0,0.0,0.0,0.0,15.2,0.48,0.0
20130914:1200,0.0,0.0,0.0,0.0,0.0,15.1,0.14,0.0
20130914:1300,0.0,0.0,0.0,0.0,0.0,14.71,0.41,0.0
20130914:1400,1.2,0.0,8.45,0.2,1.45,14.7,0.83,0.0
20130914:1500,55.02,58.47,45.21,2.74,11.23,15.31,0.97,0.0
20130914:1600,26.71,0.0,45.97,1.0,20.73,16.28,0.9,0.0
20130914:1700,38.67,0.0,61.3,1.33,29.49,17.49,1.03,0.0
20130914:1800,71.91,0.0,101.86,2.21,36.88,18.59,1.38,0.0
20130914:1900,99.95,0.0,135.21,2.94,42.08,19.01,1.52,0.0
20130914:2000,127.78,4.2,164.44,3.63,44.25,20.06,1.38,0.0
20130914:2100,146.72,7.19,184.66,4.1,42.92,20.92,1.1,0.0
20130914:2200,443.56,280.37,278.13,8.84,38.38,21.81,1.17,0.0
20130914:2300,564.41,602.68,117.86,9.55,31.45,22.29,1.24,0.0
20130915:0000,411.09,417.42,102.17,6.66,22.59,22.5,1.24,0.0
20130915:0100,210.28,206.26,73.69,3.49,13.24,22.11,1.24,0.0
20130915:0200,3.7,0.0,13.52,0.29,3.49,21.26,1.17,0.0
20130915:0300,0.0,0.0,0.0,0.0,0.0,20.06,0.9,0.0
20130915:0400,0.0,0.0,0.0,0.0,0.0,20.02,0.34,0.0
20130915:0500,0.0,0.0,0.0,0.0,0.0,19.76,0.07,0.0
20130915:0600,0.0,0.0,0.0,0.0,0.0,19.52,0.21,0.0
20130915:0700,0.0,0.0,0.0,0.0,0.0,16.81,0.83,0.0
20130915:0800,0.0,0.0,0.0,0.0,0.0,17.19,0.62,0.0
20130915:0900,0.0,0.0,0.0,0.0,0.0,17.6,0.55,0.0
20130915:1000,0.0,0.0,0.0,0.0,0.0,17.75,0.41,0.0
20130915:1100,0.0,0.0,0.0,0.0,0.0,17.76,0.62,0.0
20130915:1200,0.0,0.0,0.0,0.0,0.0,17.74,0.83,0.0
20130915:1300,0.0,0.0,0.0,0.0,0.0,17.55,0.83,0.0
20130915:1400,0.0,0.0,0.0,0.0,0.0,17.91,0.48,0.0
20130915:1500,37.87,3.39,58.51,1.37,11.0,18.43,0.48,0.0
20130915:1600,42.61,0.0,66.7,1.45,20.49,19.44,0.76,0.0
20130915:1700,87.06,0.0,120.79,2.63,29.22,20.39,1.17,0.0
20130915:1800,101.2,0.0,137.92,3.0,36.57,21.16,1.66,0.0
20130915:1900,132.44,4.09,169.85,3.74,41.74,20.07,1.79,0.0
20130915:2000,25.44,0.0,45.07,0.98,43.87,20.69,1.93,0.0
20130915:2100,136.8,5.79,174.57,3.86,42.53,21.35,1.24,0.0
20130915:2200,18.6,0.0,36.06,0.78,37.99,21.74,2.62,0.0
20130915:2300,130.29,10.71,160.95,3.61,31.07,21.16,2.83,0.0
20130916:0000,58.78,0.0,86.53,1.88,22.23,20.09,2.69,0.0
20130916:0100,37.65,0.0,60.39,1.31,12.88,19.36,2.55,0.0
20130916:0200,0.0,0.0,0.0,0.0,0.0,18.54,2.28,0.0
20130916:0300,0.0,0.0,0.0,0.0,0.0,17.64,2.69,0.0
20130916:0400,0.0,0.0,0.0,0.0,0.0,17.07,2.97,0.0
20130916:0500,0.0,0.0,0.0,0.0,0.0,16.61,3.38,0.0
20130916:0600,0.0,0.0,0.0,0.0,0.0,16.34,3.86,0.0
20130916:0700,0.0,0.0,0.0,0.0,0.0,15.8,2.97,0.0
20130916:0800,0.0,0.0,0.0,0.0,0.0,15.81,2.9,0.0
20130916:0900,0.0,0.0,0.0,0.0,0.0,15.54,2.97,0.0
20130916:1000,0.0,0.0,0.0,0.0,0.0,15.4,3.1,0.0
20130916:1100,0.0,0.0,0.0,0.0,0.0,15.32,3.17,0.0
20130916:1200,0.0,0.0,0.0,0.0,0.0,15.27,3.17,0.0
20130916:1300,0.0,0.0,0.0,0.0,0.0,15.35,3.1,0.0
20130916:1400,0.0,0.0,0.0,0.0,0.0,15.36,3.1,0.0
20130916:1500,0.0,0.0,3.61,0.08,10.77,15.3,3.24,0.0
20130916:1600,19.24,0.0,36.06,0.78,20.24,15.56,3.38,0.0
20130916:1700,63.12,0.0,90.14,1.96,28.95,15.87,3.24,0.0
20130916:1800,101.6,0.0,135.21,2.94,36.26,16.2,2.69,0.0
20130916:1900,63.55,0.0,91.04,1.98,41.39,16.95,3.31,0.0
20130916:2000,23.82,0.0,42.37,0.92,43.49,17.34,2.76,0.0
20130916:2100,153.63,8.73,187.57,4.17,42.13,17.73,2.55,0.0
20130916:2200,123.59,2.99,158.97,3.49,37.6,17.98,2.07,0.0
20130916:2300,68.39,0.0,97.35,2.12,30.69,18.03,1.93,0.0
20130917:0000,125.39,29.33,134.37,3.18,21.87,17.73,2.07,0.0
20130917:0100,61.5,16.1,73.75,1.72,12.52,17.58,2.07,0.0
20130917:0200,15.01,20.58,17.73,0.51,2.79,17.0,2.28,0.0
20130917:0300,0.0,0.0,0.0,0.0,0.0,16.41,2.21,0.0
20130917:0400,0.0,0.0,0.0,0.0,0.0,15.93,1.93,0.0
20130917:0500,0.0,0.0,0.0,0.0,0.0,15.47,1.79,0.0
20130917:0600,0.0,0.0,0.0,0.0,0.0,15.14,1.45,0.0
20130917:0700,0.0,0.0,0.0,0.0,0.0,14.72,1.45,0.0
20130917:0800,0.0,0.0,0.0,0.0,0.0,14.22,1.31,0.0
20130917:0900,0.0,0.0,0.0,0.0,0.0,13.62,1.1,0.0
20130917:1000,0.0,0.0,0.0,0.0,0.0,13.47,0.9,0.0
20130917:1100,0.0,0.0,0.0,0.0,0.0,13.4,0.83,0.0
20130917:1200,0.0,0.0,0.0,0.0,0.0,13.66,0.69,0.0
20130917:1300,0.0,0.0,0.0,0.0,0.0,13.85,0.55,0.0
20130917:1400,0.0,0.0,0.0,0.0,0.0,14.06,0.41,0.0
20130917:1500,27.78,0.0,46.87,1.02,10.53,13.67,0.69,0.0
20130917:1600,51.25,0.0,75.72,1.65,19.99,14.25,0.97,0.0
20130917:1700,108.27,2.49,139.96,3.08,28.67,14.79,1.31,0.0
20130917:1800,230.0,51.63,230.63,5.63,35.95,14.94,1.45,0.0
20130917:1900,241.87,44.15,253.28,6.0,41.04,16.17,1.79,0.0
20130917:2000,238.04,37.03,255.93,5.96,43.11,16.36,2.07,0.0
20130917:2100,511.72,319.27,302.84,9.8,41.73,15.98,2.28,0.0
20130917:2200,479.86,320.81,265.56,8.92,37.21,16.0,1.45,0.0
20130917:2300,377.57,244.28,215.12,6.96,30.31,16.11,1.24,0.0
20130918:0000,222.95,125.31,150.75,4.33,21.5,16.23,1.31,0.0
20130918:0100,87.17,43.83,77.41,2.0,12.17,16.19,1.38,0.0
20130918:0200,3.33,0.0,12.62,0.27,2.43,15.71,1.45,0.0
20130918:0300,0.0,0.0,0.0,0.0,0.0,15.05,1.45,0.0
20130918:0400,0.0,0.0,0.0,0.0,0.0,14.39,1.66,0.0
20130918:0500,0.0,0.0,0.0,0.0,0.0,13.73,1.59,0.0
20130918:0600,0.0,0.0,0.0,0.0,0.0,13.0,1.31,0.0
20130918:0700,0.0,0.0,0.0,0.0,0.0,12.88,1.38,0.0
20130918:0800,0.0,0.0,0.0,0.0,0.0,12.87,1.31,0.0
20130918:0900,0.0,0.0,0.0,0.0,0.0,12.48,1.45,0.0
20130918:1000,0.0,0.0,0.0,0.0,0.0,12.31,1.59,0.0
20130918:1100,0.0,0.0,0.0,0.0,0.0,12.49,1.86,0.0
20130918:1200,0.0,0.0,0.0,0.0,0.0,12.35,1.79,0.0
20130918:1300,0.0,0.0,0.0,0.0,0.0,12.26,1.72,0.0
20130918:1400,0.0,0.0,0.0,0.0,0.0,12.16,1.79,0.0
20130918:1500,30.85,0.0,50.48,1.1,10.3,12.53,1.45,0.0
20130918:1600,249.84,241.26,77.34,5.68,19.74,13.84,1.38,0.0
20130918:1700,143.69,18.81,163.49,3.8,28.4,14.09,1.72,0.0
20130918:1800,417.86,259.98,244.53,8.41,35.64,14.93,1.66,0.0
20130918:1900,714.09,758.04,127.56,12.68,40.68,15.2,2.14,0.0
20130918:2000,200.71,21.49,227.26,5.17,42.72,15.61,2.14,0.0
20130918:2100,409.51,190.12,303.96,8.45,41.34,15.97,2.55,0.0
20130918:2200,697.33,737.12,129.06,11.43,36.82,16.48,2.34,0.0
20130918:2300,580.76,591.58,118.79,9.13,29.94,16.63,2.34,0.0
20130919:0000,416.52,403.83,101.89,6.23,21.13,16.6,2.62,0.0
20130919:0100,44.54,3.73,64.58,1.43,11.81,16.27,2.76,0.0
20130919:0200,1.03,0.0,8.11,0.18,2.08,15.67,2.76,0.0
20130919:0300,0.0,0.0,0.0,0.0,0.0,15.13,2.62,0.0
20130919:0400,0.0,0.0,0.0,0.0,0.0,14.77,2.55,0.0
20130919:0500,0.0,0.0,0.0,0.0,0.0,14.44,2.76,0.0
20130919:0600,0.0,0.0,0.0,0.0,0.0,14.3,2.9,0.0
20130919:0700,0.0,0.0,0.0,0.0,0.0,14.27,2.83,0.0
20130919:0800,0.0,0.0,0.0,0.0,0.0,14.2,2.76,0.0
20130919:0900,0.0,0.0,0.0,0.0,0.0,14.17,2.62,0.0
20130919:1000,0.0,0.0,0.0,0.0,0.0,14.16,2.55,0.0
20130919:1100,0.0,0.0,0.0,0.0,0.0,14.15,2.48,0.0
20130919:1200,0.0,0.0,0.0,0.0,0.0,13.99,2.28,0.0
20130919:1300,0.0,0.0,0.0,0.0,0.0,13.72,2.0,0.0
20130919:1400,0.0,0.0,0.0,0.0,0.0,13.16,1.86,0.0
20130919:1500,6.67,0.0,18.03,0.39,10.06,13.23,1.66,0.0
20130919:1600,117.6,34.89,120.6,3.16,19.49,15.32,1.38,0.0
20130919:1700,264.78,135.33,190.73,5.88,28.12,16.79,1.38,0.0
20130919:1800,350.68,178.59,251.65,7.53,35.33,18.09,1.52,0.0
20130919:1900,480.46,306.0,285.81,9.56,40.33,18.39,1.86,0.0
20130919:2000,618.71,527.69,249.53,11.35,42.34,19.43,2.0,0.0
20130919:2100,740.86,815.8,133.54,12.76,40.94,20.21,2.21,0.0
20130919:2200,682.33,737.79,129.78,11.37,36.43,20.96,2.28,0.0
20130919:2300,263.21,118.71,210.06,5.61,29.56,21.21,1.93,0.0
20130920:0000,140.96,48.99,136.11,3.35,20.77,21.16,1.03,0.0
20130920:0100,125.98,99.27,74.29,2.31,11.45,20.62,0.48,0.0
20130920:0200,3.24,0.0,12.62,0.27,1.72,19.62,0.76,0.0
20130920:0300,0.0,0.0,0.0,0.0,0.0,18.65,0.83,0.0
20130920:0400,0.0,0.0,0.0,0.0,0.0,17.8,1.03,0.0
20130920:0500,0.0,0.0,0.0,0.0,0.0,15.96,1.45,0.0
20130920:0600,0.0,0.0,0.0,0.0,0.0,14.55,1.86,0.0
20130920:0700,0.0,0.0,0.0,0.0,0.0,13.65,2.07,0.0
20130920:0800,0.0,0.0,0.0,0.0,0.0,13.19,2.34,0.0
20130920:0900,0.0,0.0,0.0,0.0,0.0,13.03,2.48,0.0
20130920:1000,0.0,0.0,0.0,0.0,0.0,12.85,2.48,0.0
20130920:1100,0.0,0.0,0.0,0.0,0.0,12.82,2.55,0.0
20130920:1200,0.0,0.0,0.0,0.0,0.0,12.93,2.62,0.0
20130920:1300,0.0,0.0,0.0,0.0,0.0,13.15,2.76,0.0
20130920:1400,0.0,0.0,0.0,0.0,0.0,13.21,2.76,0.0
20130920:1500,41.99,21.32,51.5,1.67,9.82,13.71,2.41,0.0
20130920:1600,82.33,6.84,106.09,2.41,19.24,15.26,1.86,0.0
20130920:1700,179.94,47.21,179.99,4.51,27.84,17.35,1.38,0.0
20130920:1800,291.69,113.61,246.62,6.64,35.01,18.54,1.38,0.0
20130920:1900,416.5,223.61,292.2,8.72,39.98,19.14,1.31,0.0
20130920:2000,335.87,118.97,297.36,7.64,41.95,19.32,1.24,0.0
20130920:2100,426.2,228.41,302.06,8.74,40.54,19.46,1.1,0.0
20130920:2200,355.01,175.39,265.88,7.37,36.03,19.6,0.9,0.0
20130920:2300,277.7,137.31,209.54,5.74,29.18,19.52,0.48,0.0
20130921:0000,49.91,0.0,75.72,1.65,20.4,19.36,0.48,0.0
20130921:0100,20.23,0.0,37.86,0.82,11.09,18.65,1.03,0.0
20130921:0200,0.0,0.0,3.61,0.08,1.37,17.42,2.21,0.0
20130921:0300,0.0,0.0,0.0,0.0,0.0,16.18,1.66,0.0
20130921:0400,0.0,0.0,0.0,0.0,0.0,15.62,0.97,0.0
20130921:0500,0.0,0.0,0.0,0.0,0.0,14.71,1.93,0.0
20130921:0600,0.0,0.0,0.0,0.0,0.0,14.24,2.41,0.0
20130921:0700,0.0,0.0,0.0,0.0,0.0,14.4,2.41,0.0
20130921:0800,0.0,0.0,0.0,0.0,0.0,14.29,2.14,0.0
20130921:0900,0.0,0.0,0.0,0.0,0.0,13.87,1.86,0.0
20130921:1000,0.0,0.0,0.0,0.0,0.0,13.41,1.52,0.0
20130921:1100,0.0,0.0,0.0,0.0,0.0,12.85,1.03,0.0
20130921:1200,0.0,0.0,0.0,0.0,0.0,12.89,0.69,0.0
20130921:1300,0.0,0.0,0.0,0.0,0.0,12.02,1.52,0.0
20130921:1400,0.0,0.0,0.0,0.0,0.0,11.26,2.14,0.0
20130921:1500,35.59,7.8,51.48,1.31,9.59,12.01,2.34,0.0
20130921:1600,122.67,41.55,118.74,3.19,18.99,13.75,2.34,0.0
20130921:1700,182.76,47.64,178.31,4.47,27.56,13.75,2.48,0.0
20130921:1800,338.31,158.04,248.52,7.17,34.7,15.03,2.48,0.0
20130921:1900,488.87,312.84,281.6,9.49,39.62,15.56,1.79,0.0
20130921:2000,322.08,102.2,289.07,7.29,41.56,16.05,1.93,0.0
20130921:2100,482.84,290.01,296.77,9.23,40.14,16.65,2.41,0.0
20130921:2200,464.37,303.75,258.31,8.45,35.64,17.02,2.83,0.0
20130921:2300,131.57,12.89,156.87,3.53,28.79,16.65,2.83,0.0
20130922:0000,403.68,389.83,100.81,5.86,20.03,16.26,2.34,0.0
20130922:0100,50.32,14.02,61.8,1.43,10.74,15.64,2.34,0.0
20130922:0200,0.0,0.0,5.41,0.12,1.01,14.82,2.48,0.0
20130922:0300,0.0,0.0,0.0,0.0,0.0,14.15,2.48,0.0
20130922:0400,0.0,0.0,0.0,0.0,0.0,13.66,2.9,0.0
20130922:0500,0.0,0.0,0.0,0.0,0.0,13.67,2.76,0.0
20130922:0600,0.0,0.0,0.0,0.0,0.0,13.45,2.83,0.0
20130922:0700,0.0,0.0,0.0,0.0,0.0,13.73,2.97,0.0
20130922:0800,0.0,0.0,0.0,0.0,0.0,13.61,3.17,0.0
20130922:0900,0.0,0.0,0.0,0.0,0.0,13.42,3.31,0.0
20130922:1000,0.0,0.0,0.0,0.0,0.0,13.13,3.59,0.0
20130922:1100,0.0,0.0,0.0,0.0,0.0,13.04,3.52,0.0
20130922:1200,0.0,0.0,0.0,0.0,0.0,12.98,3.38,0.0
20130922:1300,0.0,0.0,0.0,0.0,0.0,12.54,3.59,0.0
20130922:1400,0.0,0.0,0.0,0.0,0.0,12.33,3.86,0.0
20130922:1500,0.0,0.0,3.61,0.08,9.35,12.07,4.21,0.0
20130922:1600,2.42,0.0,10.82,0.24,18.73,12.16,5.24,0.0
20130922:1700,53.6,0.0,77.52,1.69,27.28,12.21,6.83,0.0
20130922:1800,12.91,0.0,27.04,0.59,34.38,12.05,8.28,0.0
20130922:1900,12.25,0.0,26.14,0.57,39.27,12.3,8.9,0.0
20130922:2000,25.2,0.0,43.27,0.94,41.18,12.5,8.9,0.0
20130922:2100,10.97,0.0,24.34,0.53,39.74,12.41,8.62,0.0
20130922:2200,12.87,0.0,27.04,0.59,35.24,12.61,8.07,0.0
20130922:2300,48.68,0.0,72.11,1.57,28.41,13.43,6.48,0.0
20130923:0000,61.54,0.0,87.44,1.9,19.67,13.89,5.03,0.0
20130923:0100,42.47,8.22,57.22,1.29,10.38,13.85,3.86,0.0
20130923:0200,0.0,0.0,0.0,0.0,0.0,13.27,3.79,0.0
20130923:0300,0.0,0.0,0.0,0.0,0.0,12.59,3.66,0.0
20130923:0400,0.0,0.0,0.0,0.0,0.0,12.62,3.93,0.0
20130923:0500,0.0,0.0,0.0,0.0,0.0,12.57,4.69,0.0
20130923:0600,0.0,0.0,0.0,0.0,0.0,12.4,5.03,0.0
20130923:0700,0.0,0.0,0.0,0.0,0.0,12.5,4.9,0.0
20130923:0800,0.0,0.0,0.0,0.0,0.0,11.66,4.41,0.0
20130923:0900,0.0,0.0,0.0,0.0,0.0,12.12,3.45,0.0
20130923:1000,0.0,0.0,0.0,0.0,0.0,11.91,3.17,0.0
20130923:1100,0.0,0.0,0.0,0.0,0.0,11.86,3.1,0.0
20130923:1200,0.0,0.0,0.0,0.0,0.0,11.32,3.59,0.0
20130923:1300,0.0,0.0,0.0,0.0,0.0,11.16,3.72,0.0
20130923:1400,0.0,0.0,0.0,0.0,0.0,11.39,3.93,0.0
20130923:1500,32.16,6.57,47.93,1.2,9.11,11.79,3.86,0.0
20130923:1600,27.37,0.0,45.97,1.0,18.48,12.01,4.21,0.0
20130923:1700,60.37,0.0,85.63,1.86,27.0,12.47,4.07,0.0
20130923:1800,434.03,277.91,232.75,8.21,34.06,12.99,4.0,0.0
20130923:1900,578.55,448.98,240.95,10.25,38.91,13.92,3.66,0.0
20130923:2000,370.16,144.92,295.76,7.82,40.79,14.2,3.45,0.0
20130923:2100,503.61,312.16,290.8,9.27,39.34,14.13,2.83,0.0
20130923:2200,704.98,747.13,122.19,11.05,34.85,14.66,2.28,0.0
20130923:2300,436.27,339.6,184.01,7.1,28.03,14.66,2.14,0.0
20130924:0000,180.58,90.73,133.48,3.57,19.3,14.39,2.34,0.0
20130924:0100,112.56,86.53,65.99,1.94,10.02,13.72,1.79,0.0
20130924:0200,0.0,0.0,0.0,0.0,0.0,13.15,0.76,0.0
20130924:0300,0.0,0.0,0.0,0.0,0.0,12.99,0.48,0.0
20130924:0400,0.0,0.0,0.0,0.0,0.0,11.71,0.97,0.0
20130924:0500,0.0,0.0,0.0,0.0,0.0,11.13,1.03,0.0
20130924:0600,0.0,0.0,0.0,0.0,0.0,10.73,1.03,0.0
20130924:0700,0.0,0.0,0.0,0.0,0.0,9.0,1.86,0.0
20130924:0800,0.0,0.0,0.0,0.0,0.0,9.09,2.07,0.0
20130924:0900,0.0,0.0,0.0,0.0,0.0,9.46,2.34,0.0
20130924:1000,0.0,0.0,0.0,0.0,0.0,9.85,2.48,0.0
20130924:1100,0.0,0.0,0.0,0.0,0.0,8.91,2.69,0.0
20130924:1200,0.0,0.0,0.0,0.0,0.0,9.05,2.69,0.0
20130924:1300,0.0,0.0,0.0,0.0,0.0,9.9,2.76,0.0
20130924:1400,0.0,0.0,0.0,0.0,0.0,9.77,3.03,0.0
20130924:1500,34.85,12.64,47.25,1.31,8.87,10.06,2.9,0.0
20130924:1600,45.42,0.0,67.61,1.47,18.22,10.62,2.76,0.0
20130924:1700,97.0,0.0,127.1,2.76,26.72,11.14,2.97,0.0
20130924:1800,96.77,0.0,127.1,2.76,33.74,11.57,2.83,0.0
20130924:1900,257.67,59.21,250.69,6.06,38.55,12.7,2.34,0.0
20130924:2000,272.26,64.0,263.54,6.35,40.4,13.2,2.28,0.0
20130924:2100,365.16,151.77,284.95,7.57,38.94,13.78,2.28,0.0
20130924:2200,472.09,318.55,248.38,8.29,34.45,13.92,2.0,0.0
20130924:2300,366.67,243.43,196.88,6.35,27.65,13.96,1.52,0.0
20130925:0000,160.49,72.15,128.69,3.31,18.93,12.9,1.1,0.0
20130925:0100,22.29,0.0,39.66,0.86,9.66,12.41,0.41,0.0
20130925:0200,0.0,0.0,0.0,0.0,0.0,12.19,0.9,0.0
20130925:0300,0.0,0.0,0.0,0.0,0.0,11.91,0.62,0.0
20130925:0400,0.0,0.0,0.0,0.0,0.0,12.27,0.55,0.0
20130925:0500,0.0,0.0,0.0,0.0,0.0,12.23,0.69,0.0
20130925:0600,0.0,0.0,0.0,0.0,0.0,10.63,1.24,0.0
20130925:0700,0.0,0.0,0.0,0.0,0.0,9.73,1.93,0.0
20130925:0800,0.0,0.0,0.0,0.0,0.0,10.0,2.34,0.0
20130925:0900,0.0,0.0,0.0,0.0,0.0,10.25,2.55,0.0
20130925:1000,0.0,0.0,0.0,0.0,0.0,10.21,2.83,0.0
20130925:1100,0.0,0.0,0.0,0.0,0.0,10.09,2.97,0.0
20130925:1200,0.0,0.0,0.0,0.0,0.0,10.09,3.03,0.0
20130925:1300,0.0,0.0,0.0,0.0,0.0,9.95,2.97,0.0
20130925:1400,0.0,0.0,0.0,0.0,0.0,9.68,2.83,0.0
20130925:1500,49.28,54.56,39.27,2.06,8.62,9.89,2.76,0.0
20130925:1600,253.63,245.66,72.26,5.23,17.96,11.19,2.83,0.0
20130925:1700,464.86,456.74,95.4,8.25,26.43,12.64,3.1,0.0
20130925:1800,630.86,642.86,111.68,10.7,33.42,13.8,3.59,0.0
20130925:1900,744.07,777.84,120.78,12.29,38.19,14.32,4.21,0.0
20130925:2000,798.95,843.49,126.46,12.88,40.01,14.88,4.76,0.0
20130925:2100,790.16,833.49,127.45,12.41,38.54,15.25,4.69,0.0
20130925:2200,721.86,750.6,122.42,10.94,34.06,15.48,4.48,0.0
20130925:2300,594.12,598.48,112.39,8.58,27.27,15.33,4.21,0.0
20130926:0000,413.95,400.58,95.81,5.61,18.56,15.07,3.86,0.0
20130926:0100,182.03,174.25,64.03,2.41,9.31,14.42,3.52,0.0
20130926:0200,0.0,0.0,0.0,0.0,0.0,13.55,3.31,0.0
20130926:0300,0.0,0.0,0.0,0.0,0.0,12.97,2.62,0.0
20130926:0400,0.0,0.0,0.0,0.0,0.0,12.07,1.52,0.0
